site,block,plot,quad,treatment,year,date,mean_trt,var_trt,kartez,genus,sp.epithet,family,LifeHistory,PhotoPath,FunctionalGroup,cover,volume,biomass.BM,biomass.BIM,SiteCluster,MetStation,season.precip,GDD,SPEI.comp
meanvar_black,5,29,2,AE,2022,2022-09-20,0,50,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,1.5,14.5,2.992574468,1.767,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,29,1,AE,2022,2022-09-20,0,50,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,0.3,1.7,1.780038298,0.3534,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,29,1,AE,2022,2022-09-20,0,50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,8.6,0,23.7876,23.7876,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,29,1,AE,2022,2022-04-18,0,50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,1.06,5.43,4.27498,4.27498,FivePoints,49,17.17989165,1520.703511,-0.494424679
meanvar_black,5,29,2,AE,2022,2022-09-20,0,50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,18.25,0,50.4795,50.4795,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,30,2,AA,2022,2022-04-18,0,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.35,1.5,1.41155,1.41155,FivePoints,49,17.17989165,1520.703511,-0.494424679
meanvar_black,5,30,1,AA,2022,2022-04-18,0,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1.8,0,3.7008,3.7008,FivePoints,49,17.17989165,1520.703511,-0.494424679
meanvar_black,5,30,2,AA,2022,2022-09-20,0,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.1,0,0.2766,0.2766,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,30,2,AA,2022,2022-09-20,0,0,CHSE7,Chamaesyce,serrula,Euphorbiaceae,annual,C4,forb,0.1,0,0.0642,0.0642,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,30,1,AA,2022,2022-04-18,0,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.07,0.26,0.28231,0.28231,FivePoints,49,17.17989165,1520.703511,-0.494424679
meanvar_black,5,30,2,AA,2022,2022-04-18,0,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.1,0,0.2056,0.2056,FivePoints,49,17.17989165,1520.703511,-0.494424679
meanvar_black,5,30,1,AA,2022,2022-09-20,0,0,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,0.2,2.8,0.996514894,0.2356,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,30,2,AA,2022,2022-09-20,0,0,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.05,0.45,0.022775,0.022775,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,30,1,AA,2022,2022-09-20,0,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,5.8,87.75,23.3914,23.3914,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,30,2,AA,2022,2022-09-20,0,0,SPORO,Sporobolus,NA,Poaceae,perennial,C4,grass,0.1,1.4,0.2461,0.2461,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,30,2,AA,2022,2022-09-20,0,0,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,1,11.5,2.579542553,1.178,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,30,1,AA,2022,2022-04-18,0,0,SPORO,Sporobolus,NA,Poaceae,perennial,C4,grass,0.1,1.2,0.2461,0.2461,FivePoints,49,17.17989165,1520.703511,-0.494424679
meanvar_black,5,30,1,AA,2022,2022-09-20,0,0,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.3,2.6,0.13665,0.13665,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,5,30,2,AA,2022,2022-09-20,0,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,10.3,170.25,41.5399,41.5399,FivePoints,49,192.0212766,4498.756245,-0.621877799
meanvar_black,1,1,1,AA,2023,2023-09-07,0,0,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,0.12,0.12,0.067702979,0.08856,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,1,1,AA,2023,2023-04-19,0,0,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.01,0.01,0.02035,0.02035,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,1,2,AA,2023,2023-09-07,0,0,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,0.1,0.1,0.056419149,0.0738,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,1,2,AA,2023,2023-04-19,0,0,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,0.05,0.25,0.2057,0.2057,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,1,1,AA,2023,2023-04-19,0,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.03,0.09,0.12099,0.12099,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,1,2,AA,2023,2023-09-07,0,0,BOBA2,Bouteloua,barbata,Poaceae,annual,C4,grass,0.1,0.5,0.0684,0.0684,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,1,1,AA,2023,2023-09-07,0,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.95,8.5,3.83135,3.83135,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,1,1,AA,2023,2023-04-19,0,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.03,0,0.06168,0.06168,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,1,1,AA,2023,2023-09-07,0,0,DAPU7,Dasyochloa,pulchella,Poaceae,perennial,C4,grass,0.03,0.12,0.222131837,0.075,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,1,2,AA,2023,2023-04-19,0,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.02,0,0.04112,0.04112,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,1,2,AA,2023,2023-09-07,0,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.28,0.97,1.12924,1.12924,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,1,2,AA,2023,2023-04-19,0,0,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.21,1.241981046,0.16642546,0.16642546,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,1,2,AA,2023,2023-09-07,0,0,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,3.42,18.22,4.679885106,4.02876,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,1,1,AA,2023,2023-09-07,0,0,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,0.2,0.4,1.010285106,0.2356,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,1,2,AA,2023,2023-09-07,0,0,MUSQ3,Munroa,squarrosa,Poaceae,annual,C4,grass,0.07,0.19,0.06377,0.06377,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,1,1,AA,2023,2023-04-19,0,0,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.11,0.6505615,0.087175241,0.087175241,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,1,1,AA,2023,2023-04-19,0,0,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,0.3,2.85,0.1455,0.1455,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,1,2,AA,2023,2023-09-07,0,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.13,1.32,0.35958,0.35958,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,2,AE,2023,2023-04-19,0,-50,CHER2,Chaetopappa,ericoides,Asteraceae,perennial,C3,forb,2.42,13.99,6.2678,6.2678,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,2,1,AE,2023,2023-09-07,0,-50,MUSQ3,Munroa,squarrosa,Poaceae,annual,C4,grass,0.1,0.2,0.0911,0.0911,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,1,AE,2023,2023-04-19,0,-50,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,0.05,0,0.057,0.057,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,2,2,AE,2023,2023-09-07,0,-50,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,0.1,0.1,0.505212766,0.1178,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,1,AE,2023,2023-09-07,0,-50,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.47,1.07,0.75764,0.75764,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,1,AE,2023,2023-09-07,0,-50,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.01,0.01,0.004555,0.004555,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,2,AE,2023,2023-04-19,0,-50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1.35,0,2.7756,2.7756,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,2,1,AE,2023,2023-09-07,0,-50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,2.5,60,6.915,6.915,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,1,AE,2023,2023-09-07,0,-50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.35,1.6,1.41155,1.41155,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,1,AE,2023,2023-04-19,0,-50,CHER2,Chaetopappa,ericoides,Asteraceae,perennial,C3,forb,3.3,23.45,8.547,8.547,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,2,2,AE,2023,2023-09-07,0,-50,CHER2,Chaetopappa,ericoides,Asteraceae,perennial,C3,forb,0.1,0.5,0.1115,0.1115,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,1,AE,2023,2023-09-07,0,-50,CHER2,Chaetopappa,ericoides,Asteraceae,perennial,C3,forb,1.26,7.51,1.67473,1.67473,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,2,AE,2023,2023-09-07,0,-50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,2,42,5.532,5.532,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,1,AE,2023,2023-09-07,0,-50,BOBA2,Bouteloua,barbata,Poaceae,annual,C4,grass,0.15,0.45,0.1026,0.1026,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,2,1,AE,2023,2023-04-19,0,-50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1.5,0,3.084,3.084,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,2,1,AE,2023,2023-04-19,0,-50,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.47,0,0.69419,0.69419,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,CHRE4,Chamaesyce,revoluta,Euphorbiaceae,annual,C4,forb,0.02,0.06,0.00518,0.00518,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,2,AE,2023,2023-09-07,0,50,LEFE,Lesquerella,fendleri,Brassicaceae,perennial,C3,forb,0.1,0.6,0.4201,0.4201,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,LEFE,Lesquerella,fendleri,Brassicaceae,perennial,C3,forb,1.46,10.27,6.13346,6.13346,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,GUSA2,Gutierrezia,sarothrae,Asteraceae,perennial,C3,shrub,0.05,0.3,0.0723,0.0723,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,2,AE,2023,2023-09-07,0,50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,1.16,16.87,4.67828,4.67828,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,1,AE,2023,2023-04-19,0,50,LEFE,Lesquerella,fendleri,Brassicaceae,perennial,C3,forb,0.55,1.65,1.74075,1.74075,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,2.07,86.31,5.72562,5.72562,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,2,AE,2023,2023-09-07,0,50,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,14.16,187.56,11.77961277,16.68048,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,2,AE,2023,2023-04-19,0,50,LEFE,Lesquerella,fendleri,Brassicaceae,perennial,C3,forb,0.05,0.15,0.15825,0.15825,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,MUSQ3,Munroa,squarrosa,Poaceae,annual,C4,grass,0.05,0.1,0.04555,0.04555,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,2,AE,2023,2023-04-19,0,50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.02,0.04,0.08066,0.08066,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,3,1,AE,2023,2023-04-19,0,50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.5,0,1.028,1.028,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.73,8.52,2.94409,2.94409,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,CHER2,Chaetopappa,ericoides,Asteraceae,perennial,C3,forb,0.1,1.2,0.2676,0.2676,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,2,AE,2023,2023-09-07,0,50,BOBA2,Bouteloua,barbata,Poaceae,annual,C4,grass,0.23,1.03,0.15732,0.15732,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,BOBA2,Bouteloua,barbata,Poaceae,annual,C4,grass,0.1,0.6,0.0684,0.0684,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,2,AE,2023,2023-09-07,0,50,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,0.01,0.01,0.01649,0.01649,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,ARAD,Aristida,adscensionis,Poaceae,annual,C4,grass,0.04,0.15,0.0105,0.0105,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,0.5,4,1.630840426,0.589,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,3,1,AE,2023,2023-04-19,0,50,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.75,0,1.10775,1.10775,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,3,1,AE,2023,2023-04-19,0,50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.19,0.53,0.76627,0.76627,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,3,1,AE,2023,2023-09-07,0,50,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,5.04,32.84,8.12448,8.12448,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,1,RA,2023,2023-09-07,-25,0,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,22.2,264.2,20.47880851,26.1516,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,1,RA,2023,2023-09-07,-25,0,TILA2,Tidestromia,lanuginosa,Amaranthaceae,annual,C4,forb,0.05,0.1,0.0066,0.0066,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,1,RA,2023,2023-04-19,-25,0,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.1,0.2,0.1477,0.1477,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,2,RA,2023,2023-09-07,-25,0,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,5.1,29.2,6.108078723,6.0078,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,2,RA,2023,2023-09-07,-25,0,TILA2,Tidestromia,lanuginosa,Amaranthaceae,annual,C4,forb,0.36,1.21,0.07986,0.07986,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,2,RA,2023,2023-09-07,-25,0,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,1,4,1.612,1.612,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,2,RA,2023,2023-04-19,-25,0,LEFE,Lesquerella,fendleri,Brassicaceae,perennial,C3,forb,0.01,0.02,0.03165,0.03165,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,1,RA,2023,2023-09-07,-25,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1.3,24.4,3.5958,3.5958,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,2,RA,2023,2023-09-07,-25,0,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.05,0.15,0.022775,0.022775,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,2,RA,2023,2023-04-19,-25,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.55,0,1.1308,1.1308,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,2,RA,2023,2023-04-19,-25,0,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.04,0.236567818,0.031700088,0.031700088,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,1,RA,2023,2023-09-07,-25,0,BOBA2,Bouteloua,barbata,Poaceae,annual,C4,grass,0.07,0.19,0.04788,0.04788,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,1,RA,2023,2023-04-19,-25,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.85,0,1.7476,1.7476,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,2,RA,2023,2023-09-07,-25,0,BOBA2,Bouteloua,barbata,Poaceae,annual,C4,grass,0.04,0.16,0.02736,0.02736,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,1,RA,2023,2023-04-19,-25,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.03,0.08,0.12099,0.12099,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,1,RA,2023,2023-09-07,-25,0,CHER2,Chaetopappa,ericoides,Asteraceae,perennial,C3,forb,0.05,0.4,0.0892,0.0892,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,2,RA,2023,2023-09-07,-25,0,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.25,4.55,0.6915,0.6915,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,2,RA,2023,2023-04-19,-25,0,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.36,0,0.53172,0.53172,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,2,RA,2023,2023-09-07,-25,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.28,1.19,1.12924,1.12924,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,1,RA,2023,2023-04-19,-25,0,GAPI,Gaillardia,pinnatifida,Asteraceae,perennial,C3,forb,0.03,0.06,0.056265,0.056265,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,1,RA,2023,2023-09-07,-25,0,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.35,1.35,0.5642,0.5642,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,1,RA,2023,2023-04-19,-25,0,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.42,2.483962092,0.33285092,0.33285092,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,2,RA,2023,2023-04-19,-25,0,MAFE,Malacothrix,fendleri,Asteraceae,annual,C3,forb,0.01,0.02,0.00485,0.00485,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,4,1,RA,2023,2023-09-07,-25,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.79,10.42,3.18607,3.18607,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,2,RA,2023,2023-09-07,-25,0,MUSQ3,Munroa,squarrosa,Poaceae,annual,C4,grass,0.15,0.4,0.13665,0.13665,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,4,2,RA,2023,2023-04-19,-25,0,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.02,0.06,0.08066,0.08066,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,5,1,RE,2023,2023-09-07,-25,-50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.35,1.95,1.41155,1.41155,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,5,1,RE,2023,2023-04-19,-25,-50,EMPTY,NA,NA,NA,NA,NA,NA,0,0,0,0,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,5,1,RE,2023,2023-09-07,-25,-50,CHRE4,Chamaesyce,revoluta,Euphorbiaceae,annual,C4,forb,0.01,0.01,0.00259,0.00259,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,5,2,RE,2023,2023-04-19,-25,-50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.01,0.02,0.04033,0.04033,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,5,2,RE,2023,2023-09-07,-25,-50,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.05,0.05,0.0806,0.0806,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,5,1,RE,2023,2023-09-07,-25,-50,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,0.3,1.2,1.068623404,0.3534,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,5,1,RE,2023,2023-09-07,-25,-50,BOBA2,Bouteloua,barbata,Poaceae,annual,C4,grass,0.15,0.4,0.1026,0.1026,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,5,2,RE,2023,2023-09-07,-25,-50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.05,0.05,0.20165,0.20165,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,5,2,RE,2023,2023-04-19,-25,-50,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.05,0,0.07385,0.07385,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,5,2,RE,2023,2023-09-07,-25,-50,LEFE,Lesquerella,fendleri,Brassicaceae,perennial,C3,forb,0.35,1.3,1.47035,1.47035,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,5,2,RE,2023,2023-09-07,-25,-50,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.1,0.1,0.04555,0.04555,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,2,RE,2023,2023-04-19,-25,50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.25,0,0.514,0.514,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,6,2,RE,2023,2023-09-07,-25,50,CHER2,Chaetopappa,ericoides,Asteraceae,perennial,C3,forb,0.56,3.28,0.73144,0.73144,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,1,RE,2023,2023-04-19,-25,50,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.25,0,0.36925,0.36925,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,6,2,RE,2023,2023-09-07,-25,50,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,0.82,6.22,1.817761702,0.96596,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,1,RE,2023,2023-09-07,-25,50,SPORO,Sporobolus,NA,Poaceae,perennial,C4,grass,0.12,1.78,0.29532,0.29532,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,1,RE,2023,2023-09-07,-25,50,KAPA,Kallstroemia,parviflora,Zygophyllaceae,annual,C4,forb,0.3,1.5,1.068412766,0.3534,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,2,RE,2023,2023-09-07,-25,50,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,0.14,0.18,0.078986809,0.10332,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,1,RE,2023,2023-09-07,-25,50,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,1.35,10.1,2.1762,2.1762,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,1,RE,2023,2023-04-19,-25,50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.03,0.06,0.12099,0.12099,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,6,1,RE,2023,2023-09-07,-25,50,MUSQ3,Munroa,squarrosa,Poaceae,annual,C4,grass,0.01,0.03,0.00911,0.00911,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,1,RE,2023,2023-04-19,-25,50,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,3.6,0,7.4016,7.4016,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,6,2,RE,2023,2023-04-19,-25,50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.01,0.02,0.04033,0.04033,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,6,1,RE,2023,2023-09-07,-25,50,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,0.75,2.5,0.855,0.855,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,1,RE,2023,2023-09-07,-25,50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.11,0.33,0.44363,0.44363,FivePoints,49,111.5957447,4606.806,0.526870201
meanvar_black,1,6,2,RE,2023,2023-04-19,-25,50,CHER2,Chaetopappa,ericoides,Asteraceae,perennial,C3,forb,0.27,0.98,0.6993,0.6993,FivePoints,49,46.38297872,1406.1,0.596908896
meanvar_black,1,6,2,RE,2023,2023-09-07,-25,50,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.67,4.47,2.70211,2.70211,FivePoints,49,111.5957447,4606.806,0.526870201
