site,block,plot,quad,treatment,year,season,collection_date,mean_trt,var_trt,species,obs,cover,height,count,field_comments,qaqc_comments,field_sheet_name,collector,quadID
meanvar_black,4,21,1,AE,2022,3,2022-09-20,0,50,EUEX4,1,0.25,20,7,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-1-NA-NA-AE
meanvar_black,4,21,1,AE,2022,3,2022-09-20,0,50,SATR12,3,29,48,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-1-NA-NA-AE
meanvar_black,4,21,1,AE,2022,3,2022-09-20,0,50,SATR12,4,1.5,32,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-1-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,KAPA,1,0.05,5,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,KAPA,2,0.05,9,2,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,1,0.05,7,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,2,3,41,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,3,2,43,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,EUEX4,3,0.1,13,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,EUEX4,4,0.05,11,23,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,6,0.05,18,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,7,0.1,20,4,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,8,0.75,36,2,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,9,0.1,12,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,10,0.25,30,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,CHSE7,1,0.1,NA,2,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,CHLA10,2,0.25,NA,3,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,4,1,41,3,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,SATR12,5,0.5,29,2,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,CHLA10,1,0.5,NA,1,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,21,2,AE,2022,3,2022-09-20,0,50,CHLA10,3,0.1,NA,2,NA,NA,npp_meanvar.09.20.22.mld.g.xlsx,MLD,meanvar_black-NA-21-2-NA-NA-AE
meanvar_black,4,22,2,RA,2022,2,2022-04-18,-25,0,BOER4,1,0.1,NA,1,NA,NA,npp_meanvar.04.18.22.ag.mg,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,CHRE4,1,0.1,NA,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,CHLA10,1,0.05,NA,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,ALIN,1,0.01,2,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,2,RA,2022,2,2022-04-18,-25,0,SCBR2,1,0.01,1,1,NA,NA,npp_meanvar.04.18.22.ag.mg,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,22,1,RA,2022,2,2022-04-18,-25,0,BOER4,1,0.05,NA,1,NA,NA,npp_meanvar.04.18.22.ss.mg,SS,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,2,2022-04-18,-25,0,EPTO,1,8,35,1,NA,NA,npp_meanvar.04.18.22.ss.mg,SS,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,2,RA,2022,2,2022-04-18,-25,0,SATR12,1,0.01,2,3,NA,NA,npp_meanvar.04.18.22.ag.mg,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,22,2,RA,2022,2,2022-04-18,-25,0,SATR12,2,0.05,3,1,NA,NA,npp_meanvar.04.18.22.ag.mg,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,22,2,RA,2022,2,2022-04-18,-25,0,SATR12,3,0.01,1,1,NA,NA,npp_meanvar.04.18.22.ag.mg,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,SATR12,1,3.5,22,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,SATR12,2,0.5,18,3,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,SATR12,4,1,24,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,SATR12,5,0.5,16,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,HODR,1,0.1,NA,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,SATR12,7,0.1,17,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,KAPA,1,0.25,23,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,KAPA,2,0.25,16,2,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,KAPA,3,0.1,18,3,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,KAPA,4,0.05,14,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,SEDI3,1,1.5,9,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,SEDI3,2,0.1,8,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,CHER2,1,0.1,9,2,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,EUEX4,1,0.25,14,2,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,SATR12,3,0.25,12,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,EPTO,1,5,24,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,2,RA,2022,3,2022-09-20,-25,0,SATR12,1,0.1,5,1,ant hill in quad,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,SATR12,6,0.5,19,2,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,1,RA,2022,3,2022-09-20,-25,0,EUEX4,2,0.25,16,2,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-1-NA-NA-RA
meanvar_black,4,22,2,RA,2022,3,2022-09-20,-25,0,SATR12,2,0.05,5,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,22,2,RA,2022,3,2022-09-20,-25,0,SPORO,1,0.1,13,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,22,2,RA,2022,3,2022-09-20,-25,0,BOER4,1,0.05,NA,4,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,22,2,RA,2022,3,2022-09-20,-25,0,BOER4,2,0.5,NA,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-22-2-NA-NA-RA
meanvar_black,4,23,1,RE,2022,2,2022-04-18,-25,-50,EMPTY,1,0,0,0,all dead,previously labelled as species BOER4; replaced with EMPTY per field comment - AG,npp_meanvar.04.18.22.mld.mg,MLD,meanvar_black-NA-23-1-NA-NA-RE
meanvar_black,4,23,2,RE,2022,2,2022-04-18,-25,-50,EMPTY,1,0,0,0,all dead,previously labelled as species BOER4; replaced with EMPTY per field comment - AG,npp_meanvar.04.18.22.mld.mg,MLD,meanvar_black-NA-23-2-NA-NA-RE
meanvar_black,4,23,1,RE,2022,3,2022-09-20,-25,-50,HODR,1,0.1,7,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-1-NA-NA-RE
meanvar_black,4,23,1,RE,2022,3,2022-09-20,-25,-50,BOER4,1,0.05,NA,3,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-1-NA-NA-RE
meanvar_black,4,23,2,RE,2022,3,2022-09-20,-25,-50,SATR12,3,0.1,11,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-2-NA-NA-RE
meanvar_black,4,23,2,RE,2022,3,2022-09-20,-25,-50,BOER4,1,0.25,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-2-NA-NA-RE
meanvar_black,4,23,2,RE,2022,3,2022-09-20,-25,-50,KAPA,1,0.05,7,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-2-NA-NA-RE
meanvar_black,4,23,2,RE,2022,3,2022-09-20,-25,-50,KAPA,2,0.05,3,2,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-2-NA-NA-RE
meanvar_black,4,23,2,RE,2022,3,2022-09-20,-25,-50,TILA2,1,0.05,4,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-2-NA-NA-RE
meanvar_black,4,23,2,RE,2022,3,2022-09-20,-25,-50,CHSES,1,0.25,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-2-NA-NA-RE
meanvar_black,4,23,2,RE,2022,3,2022-09-20,-25,-50,SATR12,1,0.25,9,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-2-NA-NA-RE
meanvar_black,4,23,2,RE,2022,3,2022-09-20,-25,-50,SATR12,2,0.05,6,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-23-2-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,LATR2,1,7,109,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,LATR2,2,0.05,5,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,EUEX4,2,0.1,8,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,SATR12,1,0.05,16,4,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,SATR12,2,0.1,11,5,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,EUEX4,1,0.25,6,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,BOER4,3,0.1,NA,3,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,GUSA2,1,1.5,17,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,HODR,1,0.75,9,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,HODR,2,0.25,7,2,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,HODR,3,0.25,5,3,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,HODR,4,0.1,7,2,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,CHLA10,1,1,NA,3,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,CHLA10,2,1.5,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,CHLA10,3,0.75,NA,3,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,CHLA10,4,2,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,CHLA10,5,0.25,NA,4,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,CHLA10,6,0.1,NA,4,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,SATR12,3,0.25,9,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,SATR12,4,0.1,17,4,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,SATR12,5,0.05,6,17,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,BOER4,1,0.25,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,3,2022-09-20,-25,50,BOER4,2,1.5,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,BOER4,1,0.75,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,BOER4,4,2.5,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,BOER4,5,0.25,NA,2,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,BOER4,2,0.25,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,BOER4,3,2,NA,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,KAPA,2,0.05,13,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,SATR12,1,1,26,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,SATR12,2,0.25,15,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,SATR12,3,0.1,16,3,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,SATR12,4,0.1,7,5,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,SATR12,5,0.1,5,5,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,3,2022-09-20,-25,50,KAPA,1,0.05,16,1,NA,NA,npp_meanvar.09.20.22.jmc.g.xlsx,JMC,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,LATR2,1,0.05,4,4,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,BOER4,1,0.25,NA,5,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,BOER4,2,0.5,NA,1,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,BOER4,3,1.5,NA,1,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,LEFE,1,0.05,3,1,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,LEFE,2,0.01,1,1,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,CHLA10,1,0.25,NA,20,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,CHLA10,2,0.05,NA,4,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,CHLA10,3,0.01,NA,2,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,HODR,1,0.01,NA,1,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,HODR,2,0.25,NA,2,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,HODR,3,0.05,NA,2,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,SATR12,1,0.05,4,4,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,2,RE,2022,2,2022-04-18,-25,50,BOER4,1,0.1,NA,4,NA,NA,npp_meanvar.04.18.22.ss.mg,SS,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,LATR2,2,0.01,2,1,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,LATR2,3,0.25,3,1,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,1,RE,2022,2,2022-04-18,-25,50,LATR2,4,9,99,1,NA,NA,npp_meanvar.04.18.22.mv.mg,MV,meanvar_black-NA-24-1-NA-NA-RE
meanvar_black,4,24,2,RE,2022,2,2022-04-18,-25,50,SATR12,1,0.01,2,1,NA,NA,npp_meanvar.04.18.22.ss.mg,SS,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,2,2022-04-18,-25,50,BOER4,2,0.05,NA,3,NA,NA,npp_meanvar.04.18.22.ss.mg,SS,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,2,2022-04-18,-25,50,BOER4,3,0.25,NA,2,NA,NA,npp_meanvar.04.18.22.ss.mg,SS,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,2,2022-04-18,-25,50,LEFE,1,0.25,3,1,NA,NA,npp_meanvar.04.18.22.ss.mg,SS,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,2,2022-04-18,-25,50,SATR12,2,0.05,2,1,NA,NA,npp_meanvar.04.18.22.ss.mg,SS,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,4,24,2,RE,2022,2,2022-04-18,-25,50,SATR12,3,0.05,6,2,NA,NA,npp_meanvar.04.18.22.ss.mg,SS,meanvar_black-NA-24-2-NA-NA-RE
meanvar_black,5,25,1,RA,2022,3,2022-09-20,-25,0,SATR12,3,0.25,16,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-25-1-NA-NA-RA
meanvar_black,5,25,1,RA,2022,3,2022-09-20,-25,0,BOER4,2,0.1,NA,3,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-25-1-NA-NA-RA
meanvar_black,5,25,1,RA,2022,3,2022-09-20,-25,0,BOER4,3,1,NA,2,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-25-1-NA-NA-RA
meanvar_black,5,25,1,RA,2022,3,2022-09-20,-25,0,KAPA,1,0.1,13,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-25-1-NA-NA-RA
meanvar_black,5,25,1,RA,2022,3,2022-09-20,-25,0,SATR12,4,0.1,15,2,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-25-1-NA-NA-RA
meanvar_black,5,25,1,RA,2022,3,2022-09-20,-25,0,SATR12,1,0.5,18,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-25-1-NA-NA-RA
meanvar_black,5,25,1,RA,2022,3,2022-09-20,-25,0,SATR12,2,0.1,18,2,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-25-1-NA-NA-RA
meanvar_black,5,25,1,RA,2022,3,2022-09-20,-25,0,SATR12,7,0.1,18,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-25-1-NA-NA-RA
meanvar_black,5,25,1,RA,2022,3,2022-09-20,-25,0,SATR12,8,1.5,27,1,NA,NA,npp_meanvar.09.20.22.ag.g.xlsx,AG,meanvar_black-NA-25-1-NA-NA-RA
