TP_ID,Add_Year,Plot,Species,Germ_date,Last_Obs,Death_date,Surv_days,Status
202018BLACKNE2F,2020,18,BLACK,2020-08-30,2020-09-26,2020-10-03,34,1
202018BLACKNE2I,2020,18,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202018BLACKNE3C,2020,18,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202018BLACKSW1A,2020,18,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202018BLACKSW1D,2020,18,BLACK,2020-07-31,2020-09-26,2020-10-03,64,1
202018BLACKSW1I,2020,18,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202018BLACKSW1J,2020,18,BLACK,2020-07-31,2020-12-08,2020-12-15,137,1
202018BLACKSW2A,2020,18,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202018BLACKSW2D,2020,18,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202018BLACKSW2E,2020,18,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202018BLACKSW3D,2020,18,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202018BLUESW1A,2020,18,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202018BLUESW1C,2020,18,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202018BLUESW1F,2020,18,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202018BLUESW2A,2020,18,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202018BLUESW2F,2020,18,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202018BLUESW2G,2020,18,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202018BLUESW2H,2020,18,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202018BLUESW4G,2020,18,BLUE,2020-07-31,2020-12-08,2020-12-15,137,1
202018BLUESW4I,2020,18,BLUE,2020-07-31,2020-12-08,2020-12-15,137,1
202018BLUESW5A,2020,18,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202018BLUESW5E,2020,18,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202018BLUESW5H,2020,18,BLUE,2020-07-31,2021-02-07,2021-02-14,198,1
202018BLUESW5J,2020,18,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202019BLUENE1G,2020,19,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202019BLUENE3A,2020,19,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202019BLUENE4B,2020,19,BLUE,2020-07-31,2020-09-12,2020-09-19,50,1
202019BLUENE4E,2020,19,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202019BLUENE4H,2020,19,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202019BLUENE5G,2020,19,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202019BLUENE5H,2020,19,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202019BLUENE5I,2020,19,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202019BLACKNE1C,2020,19,BLACK,2020-08-30,2020-11-01,2020-11-08,70,1
202019BLACKNE1I,2020,19,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202019BLACKNE2A,2020,19,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202019BLACKNE3D,2020,19,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202019BLACKSW1C,2020,19,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202019BLACKSW1E,2020,19,BLACK,2021-08-24,2021-09-16,2021-09-23,30,1
202019BLACKSW1F,2020,19,BLACK,2020-07-31,2020-12-08,2020-12-15,137,1
202019BLACKSW2F,2020,19,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202019BLACKSW3B,2020,19,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202019BLUESW1A,2020,19,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202019BLUESW1E,2020,19,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202019BLUESW2C,2020,19,BLUE,2021-08-08,2021-08-08,2021-08-15,7,1
202019BLUESW2E,2020,19,BLUE,2020-08-30,2020-11-01,2020-11-08,70,1
202019BLUESW3B,2020,19,BLUE,2020-07-31,2021-09-16,2021-09-23,419,1
202019BLUESW3H,2020,19,BLUE,2021-07-26,2021-08-08,2021-08-15,20,1
202019BLUESW4A,2020,19,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202019BLUESW4D,2020,19,BLUE,2021-08-08,2021-08-08,2021-08-15,7,1
202019BLUESW5C,2020,19,BLUE,2020-07-31,2020-12-08,2020-12-15,137,1
202020BLUENE2B,2020,20,BLUE,2022-08-12,2022-10-12,2022-10-19,68,1
202020BLUENE2C,2020,20,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202020BLUENE2E,2020,20,BLUE,2022-08-01,2022-10-12,2022-10-19,79,1
202020BLUENE2I,2020,20,BLUE,2022-08-01,2022-08-01,2022-08-08,7,1
202020BLUENE3D,2020,20,BLUE,2023-02-06,2023-02-06,2023-02-13,7,1
202020BLUENE3H,2020,20,BLUE,2022-09-26,2022-09-26,2022-10-03,7,1
202020BLUENE4A,2020,20,BLUE,2022-08-01,2022-10-12,2022-10-19,79,1
202020BLUENE4D,2020,20,BLUE,2020-07-31,2023-02-06,2023-02-13,927,1
202020BLUENE4E,2020,20,BLUE,2022-08-01,2022-10-12,2022-10-19,79,1
202020BLUENE4F,2020,20,BLUE,2021-10-02,2021-10-02,2021-10-09,7,1
202020BLUENE4G,2020,20,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202020BLUENE4I,2020,20,BLUE,2023-02-06,2023-02-06,2023-02-13,7,1
202020BLUENE5C,2020,20,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202020BLUENE5E,2020,20,BLUE,2020-07-31,2020-12-08,2020-12-15,137,1
202020BLUENE5J,2020,20,BLUE,2020-07-31,2022-10-12,2022-10-19,810,1
202020BLACKNE1B,2020,20,BLACK,2021-07-26,2021-07-26,2021-08-02,7,1
202020BLACKNE1C,2020,20,BLACK,2023-02-06,2023-02-06,2023-02-13,7,1
202020BLACKNE1H,2020,20,BLACK,2023-02-06,2023-02-06,2023-02-13,7,1
202020BLACKNE2B,2020,20,BLACK,2020-07-31,2022-08-01,2022-08-08,738,1
202020BLACKNE2E,2020,20,BLACK,2022-09-12,2022-10-12,2022-10-19,37,1
202020BLACKNE2F,2020,20,BLACK,2023-02-06,2023-02-06,2023-02-13,7,1
202020BLACKNE2H,2020,20,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202020BLACKNE3A,2020,20,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202020BLACKNE3C,2020,20,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202020BLACKNE3D,2020,20,BLACK,2023-02-06,2023-02-06,2023-02-13,7,1
202020BLUESW1J,2020,20,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202020BLUESW2E,2020,20,BLUE,2022-04-30,2022-04-30,2022-05-07,7,1
202020BLUESW2I,2020,20,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202020BLUESW3H,2020,20,BLUE,2021-08-24,2021-08-24,2021-08-31,7,1
202020BLUESW4C,2020,20,BLUE,2021-08-24,2021-09-16,2021-09-23,30,1
202020BLUESW4I,2020,20,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202020BLUESW4J,2020,20,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202020BLUESW5B,2020,20,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202020BLUESW5C,2020,20,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202020BLUESW5D,2020,20,BLUE,2020-07-31,2020-09-26,2020-10-03,64,1
202020BLUESW5H,2020,20,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202020BLACKSW1A,2020,20,BLACK,2021-07-26,2021-09-16,2021-09-23,59,1
202020BLACKSW1G,2020,20,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202020BLACKSW1H,2020,20,BLACK,2021-07-26,2021-08-08,2021-08-15,20,1
202020BLACKSW2E,2020,20,BLACK,2021-07-26,2021-11-01,2021-11-08,105,1
202020BLACKSW2G,2020,20,BLACK,2021-11-01,2021-11-01,2021-11-08,7,1
202020BLACKSW2H,2020,20,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202020BLACKSW2J,2020,20,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202020BLACKSW3D,2020,20,BLACK,2021-07-26,2021-11-01,2021-11-08,105,1
202021BLACKNE1F,2020,21,BLACK,2023-04-03,2023-06-02,2023-06-09,67,0
202021BLACKNE2H,2020,21,BLACK,2022-09-26,2022-09-26,2022-10-03,7,1
202021BLACKNE3A,2020,21,BLACK,2021-07-26,2021-08-24,2021-08-31,36,1
202021BLACKNE3C,2020,21,BLACK,2020-07-31,2020-09-12,2020-09-19,50,1
202021BLACKNE3E,2020,21,BLACK,2022-07-05,2022-07-05,2022-07-12,7,1
202021BLUENE2J,2020,21,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202021BLUENE3C,2020,21,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202021BLUENE3H,2020,21,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202021BLUENE5B,2020,21,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202021BLUENE5C,2020,21,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202021BLUENE5F,2020,21,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202021BLUESW1H,2020,21,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202021BLUESW3B,2020,21,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202021BLUESW5E,2020,21,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202021BLUESW5G,2020,21,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202022BLUENE3E,2020,22,BLUE,2022-10-12,2022-10-12,2022-10-19,7,1
202022BLACKNE1G,2020,22,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202022BLACKNE1H,2020,22,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202022BLACKNE2H,2020,22,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202022BLUESW2E,2020,22,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202022BLUESW4G,2020,22,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202022BLUESW5A,2020,22,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202022BLUESW5C,2020,22,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202022BLUESW5F,2020,22,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202022BLUESW5H,2020,22,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202022BLUESW5I,2020,22,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202022BLACKSW2F,2020,22,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202022BLACKSW2G,2020,22,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202022BLACKSW3A,2020,22,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202023BLUENE3F,2020,23,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202023BLUENE4A,2020,23,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202023BLACKNE1C,2020,23,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202023BLACKNE1E,2020,23,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202023BLACKNE1F,2020,23,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202023BLACKNE2F,2020,23,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202023BLACKNE2G,2020,23,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202023BLACKSW1H,2020,23,BLACK,2021-08-08,2023-06-02,2023-06-09,670,0
202023BLACKSW2B,2020,23,BLACK,2020-07-31,2020-09-26,2020-10-03,64,1
202023BLACKSW3B,2020,23,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202023BLUESW1A,2020,23,BLUE,2020-07-31,2020-09-26,2020-10-03,64,1
202023BLUESW3A,2020,23,BLUE,2020-07-31,2020-09-26,2020-10-03,64,1
202023BLUESW3I,2020,23,BLUE,2020-07-31,2022-10-12,2022-10-19,810,1
202023BLUESW4F,2020,23,BLUE,2020-07-31,2020-09-12,2020-09-19,50,1
202023BLUESW4I,2020,23,BLUE,2023-03-09,2023-06-02,2023-06-09,92,0
202023BLUESW4J,2020,23,BLUE,2020-07-31,2021-11-01,2021-11-08,465,1
202023BLUESW5B,2020,23,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202023BLUESW5I,2020,23,BLUE,2020-07-31,2021-11-01,2021-11-08,465,1
202023BLUESW5J,2020,23,BLUE,2022-04-30,2023-02-06,2023-02-13,289,1
202024BLACKNE1F,2020,24,BLACK,2020-07-31,2020-12-08,2020-12-15,137,1
202024BLACKNE1J,2020,24,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202024BLACKNE2A,2020,24,BLACK,2020-07-31,2020-09-26,2020-10-03,64,1
202024BLACKNE2E,2020,24,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202024BLACKNE2F,2020,24,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLACKNE2I,2020,24,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202024BLACKNE3A,2020,24,BLACK,2020-07-31,2020-09-26,2020-10-03,64,1
202024BLACKNE3D,2020,24,BLACK,2020-07-31,2020-09-26,2020-10-03,64,1
202024BLACKNE3E,2020,24,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUENE1D,2020,24,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202024BLUENE1F,2020,24,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202024BLUENE1H,2020,24,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUENE2A,2020,24,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202024BLUENE3G,2020,24,BLUE,2020-07-31,2020-09-26,2020-10-03,64,1
202024BLUENE3H,2020,24,BLUE,2020-07-31,2020-09-12,2020-09-19,50,1
202024BLUENE4B,2020,24,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUENE4C,2020,24,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUENE4E,2020,24,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUENE4F,2020,24,BLUE,2020-07-31,2020-12-08,2020-12-15,137,1
202024BLUENE4G,2020,24,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUENE4H,2020,24,BLUE,2020-07-31,2020-12-08,2020-12-15,137,1
202024BLUENE4J,2020,24,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUENE5A,2020,24,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUENE5F,2020,24,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUENE5H,2020,24,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202024BLUESW2D,2020,24,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLUESW5F,2020,24,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202024BLACKSW1B,2020,24,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202024BLACKSW1F,2020,24,BLACK,2021-10-02,2021-10-18,2021-10-25,23,1
202024BLACKSW1H,2020,24,BLACK,2020-07-31,2021-03-08,2021-03-15,227,1
202024BLACKSW1I,2020,24,BLACK,2020-07-31,2021-02-07,2021-02-14,198,1
202024BLACKSW2B,2020,24,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202024BLACKSW2C,2020,24,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202024BLACKSW2D,2020,24,BLACK,2020-07-31,2021-03-08,2021-03-15,227,1
202024BLACKSW2F,2020,24,BLACK,2020-07-31,2020-12-08,2020-12-15,137,1
202024BLACKSW2G,2020,24,BLACK,2020-07-31,2020-12-08,2020-12-15,137,1
202024BLACKSW3C,2020,24,BLACK,2021-07-26,2021-11-01,2021-11-08,105,1
202025BLUENE1B,2020,25,BLUE,2020-07-31,2021-11-01,2021-11-08,465,1
202025BLUENE3D,2020,25,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202025BLACKNE1B,2020,25,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202025BLACKNE1C,2020,25,BLACK,2021-09-16,2021-09-16,2021-09-23,7,1
202025BLACKNE2C,2020,25,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202025BLACKNE2D,2020,25,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202025BLACKSW1C,2020,25,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202025BLACKSW1J,2020,25,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202025BLACKSW2H,2020,25,BLACK,2020-07-31,2021-04-24,2021-05-01,274,1
202025BLUESW1A,2020,25,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202025BLUESW1D,2020,25,BLUE,2020-07-31,2021-10-02,2021-10-09,435,1
202025BLUESW1H,2020,25,BLUE,2020-07-31,2021-02-07,2021-02-14,198,1
202025BLUESW1J,2020,25,BLUE,2020-07-31,2021-04-24,2021-05-01,274,1
202025BLUESW2C,2020,25,BLUE,2020-07-31,2021-10-02,2021-10-09,435,1
202025BLUESW2G,2020,25,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202025BLUESW4B,2020,25,BLUE,2020-07-31,2021-02-07,2021-02-14,198,1
202025BLUESW5A,2020,25,BLUE,2020-07-31,2021-03-08,2021-03-15,227,1
202026BLUENE3D,2020,26,BLUE,2022-07-05,2022-07-05,2022-07-12,7,1
202026BLUENE4A,2020,26,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202026BLUENE4D,2020,26,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202026BLACKNE1D,2020,26,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202026BLACKNE2D,2020,26,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202026BLUESW2B,2020,26,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202026BLUESW2J,2020,26,BLUE,2020-09-12,2020-09-26,2020-10-03,21,1
202026BLUESW5E,2020,26,BLUE,2021-09-16,2021-09-16,2021-09-23,7,1
202026BLACKSW1G,2020,26,BLACK,2020-09-12,2020-10-10,2020-10-17,35,1
202026BLACKSW1H,2020,26,BLACK,2021-07-26,2021-08-08,2021-08-15,20,1
202027BLACKNE1A,2020,27,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202027BLACKNE1G,2020,27,BLACK,2020-11-01,2020-11-01,2020-11-08,7,1
202027BLACKNE2B,2020,27,BLACK,2020-07-31,2020-09-12,2020-09-19,50,1
202027BLUENE1G,2020,27,BLUE,2020-07-31,2022-09-26,2022-10-03,794,1
202027BLUENE2F,2020,27,BLUE,2022-08-31,2022-08-31,2022-09-07,7,1
202027BLUENE3D,2020,27,BLUE,2022-07-05,2022-07-19,2022-07-26,21,1
202027BLUESW1E,2020,27,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202027BLUESW3F,2020,27,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202027BLUESW3G,2020,27,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202027BLUESW4B,2020,27,BLUE,2021-07-26,2021-09-16,2021-09-23,59,1
202027BLACKSW1E,2020,27,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202027BLACKSW1J,2020,27,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202027BLACKSW2B,2020,27,BLACK,2021-08-08,2021-10-02,2021-10-09,62,1
202027BLACKSW2H,2020,27,BLACK,2021-10-18,2022-07-05,2022-07-12,267,1
202027BLACKSW2I,2020,27,BLACK,2021-07-26,2021-11-01,2021-11-08,105,1
202027BLACKSW3B,2020,27,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202027BLACKSW3C,2020,27,BLACK,2021-09-16,2021-10-02,2021-10-09,23,1
202027BLACKSW3D,2020,27,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202028BLACKNE1F,2020,28,BLACK,2021-07-26,2021-11-01,2021-11-08,105,1
202028BLACKNE2I,2020,28,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202028BLACKNE3A,2020,28,BLACK,2020-07-31,2020-08-30,2020-09-06,37,1
202028BLACKSW1F,2020,28,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202028BLUESW2C,2020,28,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202028BLUESW2G,2020,28,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202028BLUESW2H,2020,28,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202028BLUESW2I,2020,28,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202028BLUESW3D,2020,28,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202029BLACKNE3C,2020,29,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202029BLUENE1C,2020,29,BLUE,2021-07-26,2021-10-02,2021-10-09,75,1
202029BLUENE1D,2020,29,BLUE,2022-08-01,2022-08-01,2022-08-08,7,1
202029BLUENE2J,2020,29,BLUE,2022-08-12,2022-08-12,2022-08-19,7,1
202029BLUENE3A,2020,29,BLUE,2021-10-18,2021-10-18,2021-10-25,7,1
202029BLUENE3F,2020,29,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202029BLUENE3H,2020,29,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202029BLUENE3J,2020,29,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202029BLUENE4A,2020,29,BLUE,2021-10-02,2023-06-02,2023-06-09,615,0
202029BLUENE4E,2020,29,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202029BLUENE4F,2020,29,BLUE,2020-08-30,2020-11-01,2020-11-08,70,1
202029BLUENE5G,2020,29,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202029BLUESW4F,2020,29,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202029BLUESW5E,2020,29,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202029BLUESW5F,2020,29,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202029BLUESW5I,2020,29,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202029BLACKSW2H,2020,29,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202029BLACKSW2J,2020,29,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202030BLACKNE1J,2020,30,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202030BLACKNE2A,2020,30,BLACK,2020-08-30,2020-09-26,2020-10-03,34,1
202030BLACKNE2B,2020,30,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202030BLACKNE2D,2020,30,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202030BLACKNE2E,2020,30,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202030BLACKNE3E,2020,30,BLACK,2021-09-16,2021-09-16,2021-09-23,7,1
202030BLUENE2A,2020,30,BLUE,2022-04-30,2022-04-30,2022-05-07,7,1
202030BLUENE2G,2020,30,BLUE,2022-04-30,2022-04-30,2022-05-07,7,1
202030BLUENE3J,2020,30,BLUE,2021-09-16,2021-09-16,2021-09-23,7,1
202030BLUESW1A,2020,30,BLUE,2021-08-08,2021-08-08,2021-08-15,7,1
202030BLUESW1D,2020,30,BLUE,2021-08-24,2021-08-24,2021-08-31,7,1
202030BLUESW1G,2020,30,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202030BLUESW1I,2020,30,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202030BLUESW1J,2020,30,BLUE,2020-07-31,2020-08-30,2020-09-06,37,1
202030BLUESW2A,2020,30,BLUE,2021-07-26,2021-07-26,2021-08-02,7,1
202030BLUESW2C,2020,30,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202030BLUESW2D,2020,30,BLUE,2020-07-31,2020-09-12,2020-09-19,50,1
202030BLUESW2G,2020,30,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202030BLUESW2J,2020,30,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202030BLUESW3C,2020,30,BLUE,2020-07-31,2020-07-31,2020-08-07,7,1
202030BLUESW3E,2020,30,BLUE,2020-07-31,2020-10-10,2020-10-17,78,1
202030BLUESW3H,2020,30,BLUE,2021-07-26,2021-08-08,2021-08-15,20,1
202030BLUESW3I,2020,30,BLUE,2022-04-30,2022-04-30,2022-05-07,7,1
202030BLUESW4B,2020,30,BLUE,2021-08-08,2021-08-24,2021-08-31,23,1
202030BLUESW4F,2020,30,BLUE,2020-08-30,2020-08-30,2020-09-06,7,1
202030BLUESW4H,2020,30,BLUE,2021-08-24,2021-08-24,2021-08-31,7,1
202030BLUESW4I,2020,30,BLUE,2021-08-24,2021-08-24,2021-08-31,7,1
202030BLUESW5D,2020,30,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202030BLUESW5J,2020,30,BLUE,2020-07-31,2020-11-01,2020-11-08,100,1
202030BLACKSW1D,2020,30,BLACK,2020-07-31,2020-07-31,2020-08-07,7,1
202030BLACKSW1E,2020,30,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202030BLACKSW1H,2020,30,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202030BLACKSW2C,2020,30,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
202030BLACKSW2G,2020,30,BLACK,2020-07-31,2020-10-10,2020-10-17,78,1
202030BLACKSW3D,2020,30,BLACK,2020-07-31,2020-11-01,2020-11-08,100,1
20211BLACKNE1J,2021,1,BLACK,2021-07-26,2022-04-30,2022-05-07,285,1
20211BLACKNE3F,2021,1,BLACK,2021-08-08,2021-08-08,2021-08-15,7,1
20211BLACKNE3H,2021,1,BLACK,2021-08-24,2021-08-24,2021-08-31,7,1
20211BLACKNE3I,2021,1,BLACK,2021-08-24,2021-08-24,2021-08-31,7,1
20211BLACKNE4F,2021,1,BLACK,2021-07-26,2021-07-26,2021-08-02,7,1
20211BLUENE1J,2021,1,BLUE,2024-04-03,2024-04-03,2024-04-10,7,1
20211BLUENE2H,2021,1,BLUE,2021-08-24,2021-10-18,2021-10-25,62,1
20211BLUENE3A,2021,1,BLUE,2022-08-12,2022-08-12,2022-08-19,7,1
20211BLUENE3E,2021,1,BLUE,2021-08-24,2021-08-24,2021-08-31,7,1
20211BLUENE3H,2021,1,BLUE,2021-08-24,2021-10-18,2021-10-25,62,1
20211BLUENE3I,2021,1,BLUE,2021-08-24,2021-08-24,2021-08-31,7,1
20211BLUENE5C,2021,1,BLUE,2021-08-24,2021-10-18,2021-10-25,62,1
20211BLUESW2F,2021,1,BLUE,2021-07-26,2021-07-26,2021-08-02,7,1
20211BLACKSW1E,2021,1,BLACK,2021-07-26,2021-11-01,2021-11-08,105,1
20211BLACKSW1J,2021,1,BLACK,2021-07-26,2023-08-10,2023-08-17,752,1
20211BLACKSW2A,2021,1,BLACK,2022-07-19,2022-07-19,2022-07-26,7,1
20211BLACKSW3C,2021,1,BLACK,2021-07-26,2021-07-26,2021-08-02,7,1
20211BLACKSW4H,2021,1,BLACK,2021-07-26,2021-12-01,2021-12-08,135,1
20212BLACKNE2E,2021,2,BLACK,2021-07-26,2024-04-03,2024-04-10,989,1
20212BLACKNE2F,2021,2,BLACK,2024-04-03,2024-04-03,2024-04-10,7,1
20212BLACKNE3E,2021,2,BLACK,2021-07-26,2024-04-03,2024-04-10,989,1
